RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID6488,RPASCYGAG,"RP Ganglion Cyst Aspir w Guide","RP Ganglion Cyst Aspiration with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,GANGLION CYST, , ,ASPIRATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID3949|0|0|RID10398|0|0|0|0|0|0|0|0|0|
RPID6489,RPAVFRXG,"RP AV Tx w Guide","RP Arteriovenous Fistula Treatment with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,ARTERIOVENOUS FISTULAE, , ,TREATMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID4851|0|0|RID8|0|0|0|0|0|0|0|0|0|
RPID6490,RPBCPTAG,"RP Brachio Artery PTA","RP Brachiocephalic Artery Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BRACHIOCEPHALIC ARTERY, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID582|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6491,RPBNBXDEG,"RP Bone Bx Deep w Guide","RP Bone Biopsy Deep with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,BONE, , , , ,GUIDANCE, , , , , , , ,BIOPSY, , ,DEEP, , , , , , , ,RID10311|RID13060|0|RID13197|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID38611|0|0|RID5835|0|0|0|0|0|0|
RPID6492,RPBXNDFG,"RP FNA w Guide","RP Biopsy Fine Needle with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,FINE NEEDLE ASPIRATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID12933|0|0|0|0|0|0|0|0|0|
RPID6493,RPCABXG,"RP Transcath Bx","RP Transcatheter Biopsy with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,TRANSCATHETER BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49633|0|0|0|0|0|0|0|0|0|
RPID6494,RPCAFIREG,"RP Cath Fibrin Sheath Removal","RP Pericatheter Fibrin Sheath Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,FIBRIN SHEATH REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49745|0|0|0|0|0|0|0|0|0|
RPID6495,RPCASTG,"RP Transcath Stent Place","RP Transcatheter Stent Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,TRANSCATHETER STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49774|0|0|0|0|0|0|0|0|0|
RPID6496,RPCHCNTUG,"RP Thoracent Tube Plac w Guide","RP Thoracentesis Tube Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , , , , ,THORACENTESIS,TUBE INSERTION, , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID35815|RID43245|0|0|0|0|0|0|0|0|
RPID6497,RPCHPOG,"RP Chest Port Place","RP Chest Port Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , ,TUNNELED, , , , ,PORT PLACEMENT,WITH PORT, , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|RID49673|0|0|0|0|RID49767|RID49611|0|0|0|0|0|0|0|0|
RPID6498,RPCHPOREG,"RP Chest Port Replace","RP Chest Port Replacement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , ,TUNNELED, , , , ,PORT EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|RID49673|0|0|0|0|RID49765|0|0|0|0|0|0|0|0|0|
RPID6499,RPCHTCADG,"RP Chest Tube Check Thrombo Add","RP Chest Tube Check with Thrombolytic with Imaging Guidance Additional Day",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , ,ADDITIONAL DAY, , , , ,TUBE CHECK, , , ,THROMBOLYTIC, , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|RID49784|0|0|0|0|RID49632|0|0|0|RID49734|0|0|0|0|0|
RPID6500,RPCHTCHG,"RP Chest Tube Check Thrombo","RP Chest Tube Check with Thrombolytic with Imaging Guidance Intial Day",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , ,INITIAL DAY, , , , ,TUBE CHECK, , , ,THROMBOLYTIC, , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|RID49575|0|0|0|0|RID49632|0|0|0|RID49734|0|0|0|0|0|
RPID6501,RPCHTUG,"RP Chest Tube Place","RP Chest Tube Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , , ,PLEURAL SPACE, ,TUBE INSERTION, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|0|RID1363|0|RID43245|0|0|0|0|0|0|0|0|0|
RPID6502,RPCHTUXG,"RP Chest Tube Exchange","RP Chest Tube Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , , , , ,TUBE EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49671|0|0|0|0|0|0|0|0|0|
RPID6503,RPCPNBG,"RP Celiac Plexus Nerve Block","RP Celiac Plexus Nerve Block with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,CELIAC PLEXUS, , ,NERVE BLOCK, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID49533|0|0|RID35774|0|0|0|0|0|0|0|0|0|
RPID6504,RPCVCAINFI,"RP CV Cath Infusion","RP Central Venous Catheter Infusion for Fibrin Sheath",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,INFUSION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID10406|0|0|0|0|0|0|0|0|0|
RPID6505,RPCVCARPG,"RP CV Cath Injection","RP Central Venous Catheter Reposition with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,CATHETER REPOSITION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49738|0|0|0|0|0|0|0|0|0|
RPID6506,RPCVCAXG,"RP Non-Tunneled CV Cath Exchange","RP Non-Tunneled Central Venous Catheter Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,NON-TUNNELED, , , , ,CENTRAL VENOUS CATHETER EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49674|0|0|0|0|RID49587|0|0|0|0|0|0|0|0|0|
RPID6507,RPCVTCG,"RP Tunnel CV Cath Place","RP Tunneled Central Venous Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,TUNNELED, , , , ,CENTRAL VENOUS CATHETER PLACEMENT,WITH PORT, , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49673|0|0|0|0|RID49618|RID49611|0|0|0|0|0|0|0|0|
RPID6508,RPCVTCREG,"RP Tunnel CV Cath Removal","RP Tunneled Central Venous Catheter Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,TUNNELED, , , , ,CENTRAL VENOUS CATHETER REMOVAL,WITHOUT PORT, , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49673|0|0|0|0|RID49588|RID49612|0|0|0|0|0|0|0|0|
RPID6509,RPCVTCRPG,"RP Tunnel CV Cath Repair","RP Tunneled Central Venous Catheter Repair with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,NON-TUNNELED, , , , ,CENTRAL VENOUS CATHETER REPAIR, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49674|0|0|0|0|RID49622|0|0|0|0|0|0|0|0|0|
RPID6510,RPCVTCXG,"RP Tunnel CV Cath Exchange","RP Tunneled Central Venous Catheter Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,TUNNELED, , , , ,CENTRAL VENOUS CATHETER EXCHANGE,WITHOUT PORT, , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49673|0|0|0|0|RID49587|RID49612|0|0|0|0|0|0|0|0|
RPID6511,RPDIFIPTAG,"RP Dialysis Artery Anast PTA","RP Dialysis Artery/Arterial Anastomosis Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,ARTERIAL ANASTOMOSIS, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID35882|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6512,RPDIVSPTAG,"RP Dialysis Vein PTA","RP Dialysis Vein Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,VEIN, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1008|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6513,RPDSCHG,"RP Denver Shunt Check","RP Denver Shunt Check with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,DENVER SHUNT CHECK, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49741|0|0|0|0|0|0|0|0|0|
RPID6514,RPDSG,"RP Denver Shunt Place","RP Denver Shunt Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,DENVER SHUNT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49742|0|0|0|0|0|0|0|0|0|
RPID6515,RPDSREG,"RP Denver Shunt Removal","RP Denver Shunt Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,DENVER SHUNT REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49743|0|0|0|0|0|0|0|0|0|
RPID6516,RPDSRVG,"RP Denver Shunt Revision","RP Denver Shunt Revision with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,DENVER SHUNT REVISION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49761|0|0|0|0|0|0|0|0|0|
RPID6517,RPFJING,"RP Facet Inj","RP Facet Injection with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,SPINE, , , , ,GUIDANCE, , , , ,FACET JOINT, , ,INJECTION, , , , , , , , , , ,RID10311|RID13060|0|RID7741|0|0|0|0|RID35732|0|0|0|0|RID7901|0|0|RID28842|0|0|0|0|0|0|0|0|0|
RPID6518,RPFTDIG,"RP Fallopian Tube Dilation","RP Fallopian Tube Dilation with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,GUIDANCE, , , , ,FALLOPIAN TUBE, , ,DILATION, , , , , , , , , , ,RID10311|RID13060|0|RID2507|0|0|0|0|RID35732|0|0|0|0|RID295|0|0|RID4743|0|0|0|0|0|0|0|0|0|
RPID6519,RPGBPCG,"RP Cholecystostomy","RP Cholecystostomy with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,GALLBLADDER, , ,CHOLECYSTOSTOMY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID187|0|0|RID1671|0|0|0|0|0|0|0|0|0|
RPID6520,RPGJCVG,"RP G To G-J Tube Conversion","RP G Tube to G-J Tube Conversion with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-TUBE TO GJ-TUBE CONVERSION, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID49666|0|0|0|0|0|0|0|0|0|
RPID6521,RPGJG,"RP G-J Tube Place","RP G-J Tube Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-J TUBE PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID49628|0|0|0|0|0|0|0|0|0|
RPID6522,RPGJXG,"RP G-J Tube Exchange","RP G-J Tube Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-J TUBE REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID49629|0|0|0|0|0|0|0|0|0|
RPID6523,RPGTG,"RP G Tube Place","RP G-Tube Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-TUBE PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID46070|0|0|0|0|0|0|0|0|0|
RPID6524,RPGTXG,"RP G Tube Exchange","RP G Tube Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-TUBE EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID49664|0|0|0|0|0|0|0|0|0|
RPID6525,RPHBCAG,"RP Biliary Cath Place","RP Biliary Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,CATHETER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID45711|0|0|0|0|0|0|0|0|0|
RPID6526,RPHBCARTG,"RP Biliary Cath Retrieval","RP Biliary Catheter Retrieval with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,CATHETER RETRIEVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49791|0|0|0|0|0|0|0|0|0|
RPID6527,RPHBCAXG,"RP Biliary Cath Exchange","RP Biliary Catheter Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,CATHETER EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49589|0|0|0|0|0|0|0|0|0|
RPID6528,RPHBDIG,"RP Biliary Stricture Dilation","RP Biliary Stricture Dilation with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,STRICTURE DILATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49773|0|0|0|0|0|0|0|0|0|
RPID6529,RPHBDRG,"RP Perc Biliary Drain Place","RP Percutaneous Biliary Drainage Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,PERCUTANEOUS TRANSHEPATIC BILIARY DRAINAGE, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49670|0|0|0|0|0|0|0|0|0|
RPID6530,RPHBDRRVG,"RP Perc Biliary Drain Revision","RP Percutaneous Biliary Drainage Revision with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,PERCUTANEOUS TRANSHEPATIC BILIARY REVISION, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49762|0|0|0|0|0|0|0|0|0|
RPID6531,RPHBENG,"RP Cholangioscopy","RP Cholangioscopy with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,GALLBLADDER, , ,CHOLANGIOSCOPY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID187|0|0|RID49739|0|0|0|0|0|0|0|0|0|
RPID6532,RPHBSCSTREG,"RP Cholangioscopy Stone Removal","RP Cholangioscopy Stone Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,GALLBLADDER, , ,CHOLANGIOSCOPY,CALCULUS REMOVAL, , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID187|0|0|RID49739|RID49615|0|0|0|0|0|0|0|0|
RPID6533,RPHBSTREG,"RP Biliary Stone Removal","RP Biliary Stone Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,CALCULUS REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49615|0|0|0|0|0|0|0|0|0|
RPID6534,RPHBTUCHG,"RP Biliary Tube Check","RP Biliary Tube Check with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,BILIARY DUCTS, , ,TUBE CHECK, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID45712|0|0|RID49632|0|0|0|0|0|0|0|0|0|
RPID6535,RPICNBG,"RP Intercostal Nerve Block","RP Intercostal Nerve Block with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,INTERCOSTAL NERVES, , ,NERVE BLOCK, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID16276|0|0|RID35774|0|0|0|0|0|0|0|0|0|
RPID6536,RPILGRG,"RP Iliac Artery Endograft","RP Iliac Artery Endograft with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,ILIAC ARTERY, , ,ENDOGRAFT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID39553|0|0|RID49744|0|0|0|0|0|0|0|0|0|
RPID6537,RPILPTAAVG,"RP Iliac Artery PTA Add","RP Iliac Artery Percutaneous Transluminal Angioplasty  with Imaging Guidance Each Additional Vessel",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,ADDITIONAL VESSEL, ,ILIAC ARTERY, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49786|0|RID39553|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6538,RPILPTAG,"RP Iliac Artery PTA","RP Iliac Artery Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,ILIAC ARTERY, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID39553|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6539,RPILSTAVG,"RP Iliac Artery Stent Place Add","RP Iliac Artery Stent Placement with Imaging GuidanceEach Additional Vessel",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,ADDITIONAL VESSEL, ,ILIAC ARTERY, ,UNILATERAL,STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49786|0|RID39553|0|RID38593|RID10402|0|0|0|0|0|0|0|0|0|
RPID6540,RPILSTG,"RP Iliac Artery Stent Place","RP Iliac Artery Stent Placement with Imaging Guidance Initial Vessel",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,ILIAC ARTERY, ,UNILATERAL,STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID39553|0|RID38593|RID10402|0|0|0|0|0|0|0|0|0|
RPID6541,RPILURXG,"RP Ureterostomy Exchange Conduit","RP Ureterostomy Exchange through Ileal Conduit with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , ,THROUGH ILEAL CONDUIT, ,URETER, , ,URETEROSTOMY EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|RID49735|0|RID229|0|0|RID49766|0|0|0|0|0|0|0|0|0|
RPID6542,RPING,"RP Vessel Infusion Non-Thrombo","RP Vessel Infusion Non-Thrombolytic with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,VESSELS, , ,INFUSION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID39545|0|0|RID10406|0|0|0|0|0|0|0|0|0|
RPID6543,RPINPPG,"RP Plasma Inj w Guide","RP Injection Platelet Rich Plasma with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,INJECTION, , , ,PLATELET PLASMA, , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID28842|0|0|0|RID49647|0|0|0|0|0|
RPID6544,RPINTHADG,"RP Vessel Infusion Add Day","RP Vessel Thrombolytic Infusion with Imaging Guidance Additional Day",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,ADDITIONAL DAY, ,VESSELS, , ,INFUSION, , , ,THROMBOLYTIC, , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49784|0|RID39545|0|0|RID10406|0|0|0|RID49734|0|0|0|0|0|
RPID6545,RPINTHFG,"RP Vessel Infusion Final Day","RP Vessel Thrombolytic Infusion with Imaging Guidance Final Day",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,FINAL DAY, ,VESSELS, , ,INFUSION, , , ,THROMBOLYTIC, , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49576|0|RID39545|0|0|RID10406|0|0|0|RID49734|0|0|0|0|0|
RPID6546,RPINTHG,"RP Arterial Thrombo Inf","RP Artery Thrombolytic Infusion with Imaging Guidance Initial Day",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,INITIAL DAY, ,ARTERY, , ,INFUSION, , , ,THROMBOLYTIC, , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49575|0|RID478|0|0|RID10406|0|0|0|RID49734|0|0|0|0|0|
RPID6547,RPINTPG,"RP Trigger Inj 1-2 Musc w Guide","RP Injection Trigger Point with Imaging Guidance 1 to 2 Muscles",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,1-2 MUSCLES, ,MUSCLE, , ,INJECTION,TRIGGER POINT, , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49658|0|RID13196|0|0|RID28842|RID49607|0|0|0|0|0|0|0|0|
RPID6548,RPINTPMUG,"RP Trigger Inj 3+ Musc w Guide","RP Injection Trigger Point with Imaging Guidance 3 or more Muscles",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , ,3 OR MORE MUSCLES, ,MUSCLE, , ,INJECTION,TRIGGER POINT, , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|RID49659|0|RID13196|0|0|RID28842|RID49607|0|0|0|0|0|0|0|0|
